data.source,base.categories,Level_1,Level_2,Level_3
GED,"GSPC, Jama'atu Ahlis Sunna Lidda'awati wal-Jihad, MUJAO",armed group,violent political groups,violent groups
GED,Guéré,armed group,violent political groups,violent groups
GED,Gumuz,armed group,violent political groups,violent groups
GED,Habaniya,armed group,violent political groups,violent groups
GED,Habar Gidir clan (Hawiye),armed group,violent political groups,violent groups
GED,Hamar,armed group,violent political groups,violent groups
GED,Hamar (Ethiopia),armed group,violent political groups,violent groups
GED,Hausa,armed group,violent political groups,violent groups
GED,Hema,armed group,violent political groups,violent groups
GED,Hol Dinka,armed group,violent political groups,violent groups
GED,Hotiya Baggara,armed group,violent political groups,violent groups
GED,Huber subclan of Mirifle clan (Digil-Mirifle),armed group,violent political groups,violent groups
GED,Hunde,armed group,violent political groups,violent groups
GED,Hutu,armed group,violent political groups,violent groups
GED,Hutu rebels,armed group,violent political groups,violent groups
GED,Ife,armed group,violent political groups,violent groups
GED,IFP,armed group,violent political groups,violent groups
GED,Igbo,armed group,violent political groups,violent groups
GED,Ijaw,armed group,violent political groups,violent groups
GED,"Ijaw, Urhobo",armed group,violent political groups,violent groups
GED,Ikpanaya,armed group,violent political groups,violent groups
GED,INPFL,armed group,violent political groups,violent groups
GED,"Interahamwe, ex-FAR",armed group,violent political groups,violent groups
GED,"Interahamwe, ex-FAR, MAGRIVI",armed group,violent political groups,violent groups
GED,IS,armed group,violent political groups,violent groups
GED,Isenasawo,armed group,violent political groups,violent groups
GED,Iteso,armed group,violent political groups,violent groups
GED,Izzi,armed group,violent political groups,violent groups
GED,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,armed group,violent political groups,violent groups
GED,Janjaweed,armed group,violent political groups,violent groups
GED,Janjaweed - Bin Kulaib faction,armed group,violent political groups,violent groups
GED,JEM,armed group,violent political groups,violent groups
GED,Jie,armed group,violent political groups,violent groups
GED,Jikany Nuer,armed group,violent political groups,violent groups
GED,Jukun,armed group,violent political groups,violent groups
GED,JVA,armed group,violent political groups,violent groups
GED,Kalenjin,armed group,violent political groups,violent groups
GED,Kamajors,armed group,violent political groups,violent groups
GED,Karimojong,armed group,violent political groups,violent groups
GED,Kata Katanga,armed group,violent political groups,violent groups
GED,Khatumo administration,government,nonviolent political groups,nonviolent groups
GED,Khozam,armed group,violent political groups,violent groups
GED,Kikuyu,armed group,violent political groups,violent groups
GED,Kisii,armed group,violent political groups,violent groups
GED,Konianke,armed group,violent political groups,violent groups
GED,Kpelle,armed group,violent political groups,violent groups
GED,"Kuei Dinka, Pakam Dinka",armed group,violent political groups,violent groups
GED,Kusasi,armed group,violent political groups,violent groups
GED,Kuteb,armed group,violent political groups,violent groups
GED,Kwala,armed group,violent political groups,violent groups
GED,Lagunya,armed group,violent political groups,violent groups
GED,LDF,armed group,violent political groups,violent groups
GED,Libya Dawn,armed group,violent political groups,violent groups
GED,Lou Nuer,armed group,violent political groups,violent groups
GED,LPC,armed group,violent political groups,violent groups
GED,LRA,armed group,violent political groups,violent groups
GED,Luac Jang Dinka,armed group,violent political groups,violent groups
GED,LURD,armed group,violent political groups,violent groups
GED,M23,armed group,violent political groups,violent groups
GED,Ma'aliyah,armed group,violent political groups,violent groups
GED,MAA,armed group,violent political groups,violent groups
GED,Maban,armed group,violent political groups,violent groups
GED,Mahadi,armed group,violent political groups,violent groups
GED,Majerteen subclan (Darod),armed group,violent political groups,violent groups
GED,Mangweni clan,armed group,violent political groups,violent groups
GED,Marakwet,armed group,violent political groups,violent groups
GED,Masalit,armed group,violent political groups,violent groups
GED,Matheniko Karimojong,armed group,violent political groups,violent groups
GED,Mauritanian,armed group,violent political groups,violent groups
GED,Mayi Mayi,armed group,violent political groups,violent groups
GED,Mayi Mayi - Chinja Chinja,armed group,violent political groups,violent groups
GED,Mayi Mayi - Makabe,armed group,violent political groups,violent groups
GED,Mayi Mayi - Ngilima,armed group,violent political groups,violent groups
GED,Mayi Mayi Complet,armed group,violent political groups,violent groups
GED,"Mayi Mayi Kifuafua, Raia Mutomboki",armed group,violent political groups,violent groups
GED,Mayi Mayi Simba,armed group,violent political groups,violent groups
GED,MDF,armed group,violent political groups,violent groups
GED,MFDC,armed group,violent political groups,violent groups
GED,MFDC - FN,armed group,violent political groups,violent groups
GED,MFDC Front Nord - MD,armed group,violent political groups,violent groups
GED,Misseriya,armed group,violent political groups,violent groups
GED,"MLC, RCD-N",armed group,violent political groups,violent groups
GED,"MLC, RCD-N, UPC",armed group,violent political groups,violent groups
GED,Moba,armed group,violent political groups,violent groups
GED,Mohamed Muse subclan of Abgal clan (Hawiye),armed group,violent political groups,violent groups
GED,MPC (Al Khatim rebels),armed group,violent political groups,violent groups
GED,MPCI,armed group,violent political groups,violent groups
GED,MPGK,armed group,violent political groups,violent groups
GED,MPIGO,armed group,violent political groups,violent groups
GED,Mujahideen in the Golis Mountains,armed group,violent political groups,violent groups
GED,Mungiki,armed group,violent political groups,violent groups
GED,Murle,armed group,violent political groups,violent groups
GED,Nandi,armed group,violent political groups,violent groups
GED,Naparama,armed group,violent political groups,violent groups
GED,NDC,armed group,violent political groups,violent groups
GED,Ndoki,armed group,violent political groups,violent groups
GED,NDPVF,armed group,violent political groups,violent groups
GED,Ngok Dinka,armed group,violent political groups,violent groups
GED,Northern Sudanese,armed group,violent political groups,violent groups
GED,NPFL,armed group,violent political groups,violent groups
GED,"NPFL, ULIMO - K",armed group,violent political groups,violent groups
GED,Ntsiloulous,armed group,violent political groups,violent groups
GED,NUM,movements,nonviolent civilian groups,nonviolent groups
GED,NURTW-Auxiliary,movements,nonviolent civilian groups,nonviolent groups
GED,Nyangatom,armed group,violent political groups,violent groups
GED,"Nyangatom , Toposa",armed group,violent political groups,violent groups
GED,Nyatura,armed group,violent political groups,violent groups
GED,Odtikas,armed group,violent political groups,violent groups
GED,Ogaden clan (Darod),armed group,violent political groups,violent groups
GED,Ogoni,armed group,violent political groups,violent groups
GED,Oleh,armed group,violent political groups,violent groups
GED,ONLF,armed group,violent political groups,violent groups
GED,Opponents of Morsi,armed group,violent political groups,violent groups
GED,Orma,armed group,violent political groups,violent groups
GED,"Orma, Wardei",armed group,violent political groups,violent groups
GED,Oromo,armed group,violent political groups,violent groups
GED,PAC,armed group,violent political groups,violent groups
GED,Palipehutu-FNL,armed group,violent political groups,violent groups
GED,Panyar Dinka,armed group,violent political groups,violent groups
GED,"Panyar Dinka, Rek Dinka",armed group,violent political groups,violent groups
GED,PARECO,armed group,violent political groups,violent groups
GED,Pari,armed group,violent political groups,violent groups
GED,PDF,armed group,violent political groups,violent groups
GED,Perci (Batwa militia),armed group,violent political groups,violent groups
GED,Pian Karimojong,armed group,violent political groups,violent groups
GED,Pokot,armed group,violent political groups,violent groups
GED,"Pokot, Samburu",armed group,violent political groups,violent groups
GED,Puntland state of Somalia,armed group,violent political groups,violent groups
GED,Raia Mutomboki,armed group,violent political groups,violent groups
GED,Raia Mutomboki - Bravo,armed group,violent political groups,violent groups
GED,Rastas,armed group,violent political groups,violent groups
GED,RCD,armed group,violent political groups,violent groups
GED,RCD - CP,armed group,violent political groups,violent groups
GED,RCD - LN,armed group,violent political groups,violent groups
GED,RCD-K-ML,armed group,violent political groups,violent groups
GED,RCD-ML,armed group,violent political groups,violent groups
GED,Renamo,armed group,violent political groups,violent groups
GED,Republic of Somaliland,armed group,violent political groups,violent groups
GED,Rer Ahmad subclan (Hawiye),armed group,violent political groups,violent groups
GED,Rer Liban subclan (Issaq),armed group,violent political groups,violent groups
GED,Rizeigat Abbala,armed group,violent political groups,violent groups
GED,RRA,armed group,violent political groups,violent groups
GED,RTC,armed group,violent political groups,violent groups
GED,RUF,armed group,violent political groups,violent groups
GED,Sa'ad subclan of Habar Gidir clan (Hawiye),armed group,violent political groups,violent groups
GED,Salafia Jihadia,armed group,violent political groups,violent groups
GED,Samburu,armed group,violent political groups,violent groups
GED,Seleka,armed group,violent political groups,violent groups
GED,Signed-in-Blood Battalion,armed group,violent political groups,violent groups
GED,SLDF,armed group,violent political groups,violent groups
GED,SLM/A,military,violent political groups,violent groups
GED,SLM/A - MM,military,violent political groups,violent groups
GED,SNF,armed group,violent political groups,violent groups
GED,SNF - MSAB,armed group,violent political groups,violent groups
GED,SPLM/A,armed group,violent political groups,violent groups
GED,SPLM/A In Opposition,armed group,violent political groups,violent groups
GED,SPM,armed group,violent political groups,violent groups
GED,SPM/SNA,armed group,violent political groups,violent groups
GED,SRF,armed group,violent political groups,violent groups
GED,SSDF,armed group,violent political groups,violent groups
GED,Suleiman subclan of Habar Gidir clan (Hawiye),armed group,violent political groups,violent groups
GED,Supporters of ACN,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of AD,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of al-Ahly football team,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of ANC,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of Andry Rajoelina,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of ANPP,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of APC,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of Didier Ratsiraka,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of IFP,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of Laurent Gbagbo,civilians,nonviolent civilian groups,nonviolent groups
GED,Supporters of PDP,civilians,nonviolent civilian groups,nonviolent groups
GED,Suri,armed group,violent political groups,violent groups
GED,Tama,armed group,violent political groups,violent groups
GED,Tawhid wal Jihad,armed group,violent political groups,violent groups
GED,Toposa,armed group,violent political groups,violent groups
GED,Torma,armed group,violent political groups,violent groups
GED,ULIMO,armed group,violent political groups,violent groups
GED,ULIMO - J,armed group,violent political groups,violent groups
GED,ULIMO - K,armed group,violent political groups,violent groups
GED,UNITA,armed group,violent political groups,violent groups
GED,UPA,armed group,violent political groups,violent groups
GED,UPC,political party,nonviolent political groups,nonviolent groups
GED,UPC (Ali Darass Fulani supporters),civilians,nonviolent civilian groups,nonviolent groups
GED,UPDI-Mazembe,armed group,violent political groups,violent groups
GED,USC/SNA,armed group,violent political groups,violent groups
GED,USC/SSA,armed group,violent political groups,violent groups
GED,WNBF,armed group,violent political groups,violent groups
GTD,23 May Democratic Alliance (Algeria),armed group,violent political groups,violent groups
GTD,28s,armed group,violent political groups,violent groups
GTD,Abbala extremists,armed group,violent political groups,violent groups
GTD,Abdul Ghani Kikli Militia,armed group,violent political groups,violent groups
GTD,Abdullah Azzam Brigades,armed group,violent political groups,violent groups
GTD,Abu Bakr Unis Jabr Brigade,armed group,violent political groups,violent groups
GTD,Abu Nidal Organization (ANO),armed group,violent political groups,violent groups
GTD,Abu Obaida bin Jarrah Brigade,armed group,violent political groups,violent groups
GTD,Abu Salim Martyr's Brigade,armed group,violent political groups,violent groups
GTD,Abu Tira (Central Reserve Forces),armed group,violent political groups,violent groups
GTD,Afar rebels,armed group,violent political groups,violent groups
GTD,Afar Revolutionary Democratic Unity Front,armed group,violent political groups,violent groups
GTD,Africa Marine Commando,armed group,violent political groups,violent groups
GTD,African National Congress (South Africa),armed group,violent political groups,violent groups
GTD,Afrikaner Resistance Movement (AWB),armed group,violent political groups,violent groups
GTD,Agwelek Forces,armed group,violent political groups,violent groups
GTD,Ahlu-sunah Wal-jamea (Somalia),armed group,violent political groups,violent groups
GTD,Aibed Er-Rahman katibet,armed group,violent political groups,violent groups
GTD,Aidid Militia,armed group,violent political groups,violent groups
GTD,Air and Azawak Liberation Front,armed group,violent political groups,violent groups
GTD,Ajnad Misr,armed group,violent political groups,violent groups
GTD,Al-Adl Wal Ihsane,armed group,violent political groups,violent groups
GTD,Al-Faruq Militia,armed group,violent political groups,violent groups
GTD,Al-Fateh Al-Jadid,political party,nonviolent political groups,nonviolent groups
GTD,Al-Furqan Brigades,armed group,violent political groups,violent groups
GTD,Al-Gama'at al-Islamiyya (IG),armed group,violent political groups,violent groups
GTD,Al-Ittihaad al-Islami (AIAI),armed group,violent political groups,violent groups
GTD,Al-Jihad,armed group,violent political groups,violent groups
GTD,Al-Madani Brigade,armed group,violent political groups,violent groups
GTD,Al-Mua'qi'oon Biddam Brigade (Those who Sign with Blood),armed group,violent political groups,violent groups
GTD,Al-Qaida,armed group,violent political groups,violent groups
GTD,Al-Qaida in the Islamic Maghreb (AQIM),armed group,violent political groups,violent groups
GTD,Al-Qaqa Brigade,armed group,violent political groups,violent groups
GTD,Al-Saadawi Militia,armed group,violent political groups,violent groups
GTD,Al-Sawaiq Brigade,armed group,violent political groups,violent groups
GTD,Al-Shabaab,armed group,violent political groups,violent groups
GTD,Al-Sunna wal Jamma,armed group,violent political groups,violent groups
GTD,Al-Sunni muslim sect,armed group,violent political groups,violent groups
GTD,Al-Zintan Revolutionaries' Military Council,armed group,violent political groups,violent groups
GTD,Algeria Province of the Islamic State,armed group,violent political groups,violent groups
GTD,Algerian Islamic Extremists,armed group,violent political groups,violent groups
GTD,Algerian Moslem Fundamentalists,armed group,violent political groups,violent groups
GTD,Algerian Mujahideen for Muslims,armed group,violent political groups,violent groups
GTD,All Ethiopian Unity Party (AEUP),armed group,violent political groups,violent groups
GTD,Alliance of Patriots for a Free and Sovereign Congo (APCLS),armed group,violent political groups,violent groups
GTD,Allied Democratic Forces (ADF),armed group,violent political groups,violent groups
GTD,Allied Democratic Forces of Guinea (RDFG),armed group,violent political groups,violent groups
GTD,Amal,armed group,violent political groups,violent groups
GTD,Amazigh Islamic Front,armed group,violent political groups,violent groups
GTD,Amhara tribal group,armed group,violent political groups,violent groups
GTD,Angola Rebels,armed group,violent political groups,violent groups
GTD,Angolan Defense Force,armed group,violent political groups,violent groups
GTD,Ansar al-Dine (Mali),armed group,violent political groups,violent groups
GTD,Ansar al-Islam (Burkina Faso),armed group,violent political groups,violent groups
GTD,Ansar al-Sharia (Libya),armed group,violent political groups,violent groups
GTD,Ansar al-Sharia (Tunisia),armed group,violent political groups,violent groups
GTD,Ansar Bayt al-Maqdis (Ansar Jerusalem),armed group,violent political groups,violent groups
GTD,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),armed group,violent political groups,violent groups
GTD,Anti-Balaka Militia,armed group,violent political groups,violent groups
GTD,Anti-Communist rebels,armed group,violent political groups,violent groups
GTD,Anti-Government Demonstrators,protesters,nonviolent civilian groups,nonviolent groups
GTD,Anti-Government extremists,armed group,violent political groups,violent groups
GTD,Anti-Government Group,movements,nonviolent civilian groups,nonviolent groups
GTD,Anti-Government Guerrillas,armed group,violent political groups,violent groups
GTD,Anti-government rioters,violent civilians,violent civilian groups,violent groups
GTD,Anti-Semitic extremists,armed group,violent political groups,violent groups
GTD,Anti-United States extremists,armed group,violent political groups,violent groups
GTD,antiapartheid guerrillas,armed group,violent political groups,violent groups
GTD,Antonio,armed group,violent political groups,violent groups
GTD,Anya-Nya II Militia,armed group,violent political groups,violent groups
GTD,Arab Movement of Azawad (MAA),armed group,violent political groups,violent groups
GTD,Arab Steadfastness Front,armed group,violent political groups,violent groups
GTD,Armata di Liberazione Naziunale (ALN),armed group,violent political groups,violent groups
GTD,Armed Forces for a Federal Republic (FARF),armed group,violent political groups,violent groups
GTD,Armed Forces Revolutionary Council (AFRC),armed group,violent political groups,violent groups
GTD,armed guerrillas,armed group,violent political groups,violent groups
GTD,Armed Islamic Group (GIA),armed group,violent political groups,violent groups
GTD,Armed Islamic Movement,armed group,violent political groups,violent groups
GTD,Armed People,armed group,violent political groups,violent groups
GTD,Armed Subversives,armed group,violent political groups,violent groups
GTD,Army of Islam,armed group,violent political groups,violent groups
GTD,Army of the Tribes,armed group,violent political groups,violent groups
GTD,Association of Mobil Spill Affected Communities (AMSAC),armed group,violent political groups,violent groups
GTD,Association of Students and Pupils in Mali (AEEM),armed group,violent political groups,violent groups
GTD,Awdal Regional Administration Army (ARAA),armed group,violent political groups,violent groups
GTD,Azania People's Organization (AZAPO),armed group,violent political groups,violent groups
GTD,Azawad National Liberation Movement (MNLA),armed group,violent political groups,violent groups
GTD,Bandits,armed group,violent political groups,violent groups
GTD,Bani Hilal Tribe,armed group,violent political groups,violent groups
GTD,Banya Tribe,armed group,violent political groups,violent groups
GTD,Banyamulenge rebels,armed group,violent political groups,violent groups
GTD,Barq al-Nasser Brigade,armed group,violent political groups,violent groups
GTD,Barqa Province of the Islamic State,armed group,violent political groups,violent groups
GTD,Basic People's Congresses,armed group,violent political groups,violent groups
GTD,Baya Tribe,armed group,violent political groups,violent groups
GTD,Bedouin Movement (Sudan),armed group,violent political groups,violent groups
GTD,Bedouin tribesmen,armed group,violent political groups,violent groups
GTD,Beja Congress,armed group,violent political groups,violent groups
GTD,Benghazi Defense Brigades (BDB),armed group,violent political groups,violent groups
GTD,Berom Militants,armed group,violent political groups,violent groups
GTD,Biafra Zionist Movement (BZM),armed group,violent political groups,violent groups
GTD,Bini-Oru,armed group,violent political groups,violent groups
GTD,Black African Vigilantes,armed group,violent political groups,violent groups
GTD,Black Malian Group,armed group,violent political groups,violent groups
GTD,Black Mambas,armed group,violent political groups,violent groups
GTD,Black Nationalists,armed group,violent political groups,violent groups
GTD,Black September,armed group,violent political groups,violent groups
GTD,Black September II,armed group,violent political groups,violent groups
GTD,Blacks,armed group,violent political groups,violent groups
GTD,Boer Republikeinse Leer,armed group,violent political groups,violent groups
GTD,Boer Sentries,armed group,violent political groups,violent groups
GTD,Boere Aanvals Troepe (BAT),armed group,violent political groups,violent groups
GTD,Boko Haram,armed group,violent political groups,violent groups
GTD,Borana bandits,armed group,violent political groups,violent groups
GTD,Brigades of Imprisoned Sheikh Omar Abdel-Rahman,armed group,violent political groups,violent groups
GTD,Bunda Dia Kongo (BDK),armed group,violent political groups,violent groups
GTD,Casamance Separatists,armed group,violent political groups,violent groups
GTD,Central African National Liberation Movement,armed group,violent political groups,violent groups
GTD,Christian extremists,armed group,violent political groups,violent groups
GTD,Civic United Front (CUF),armed group,violent political groups,violent groups
GTD,Civil Cooperation Bureau,armed group,violent political groups,violent groups
GTD,Civil Defense Force (CDF),armed group,violent political groups,violent groups
GTD,Civil War Veterans,civilians,nonviolent civilian groups,nonviolent groups
GTD,Civilian Joint Task Force (JTF),armed group,violent political groups,violent groups
GTD,Civilians Seeking Revenge,armed group,violent political groups,violent groups
GTD,Coalition for Unity and Democracy (CUD),armed group,violent political groups,violent groups
GTD,Colonel Albert Kahasha Militia,armed group,violent political groups,violent groups
GTD,Committee for a National Drive for Peace and Democracy,armed group,violent political groups,violent groups
GTD,Committee of Coordination,armed group,violent political groups,violent groups
GTD,Concerned citizens,armed group,violent political groups,violent groups
GTD,Concerned Militant Leaders (CML),armed group,violent political groups,violent groups
GTD,Congolese Democratic Coalition,armed group,violent political groups,violent groups
GTD,Congolese Patriotic Resistence-Patriotic Armed Forces (Pareco/FAP),armed group,violent political groups,violent groups
GTD,Congolese Rally for Democracy (RCD),armed group,violent political groups,violent groups
GTD,Convention of Liberal Reformers (CLR),armed group,violent political groups,violent groups
GTD,Convention of Patriots for Justice and Peace,armed group,violent political groups,violent groups
GTD,Coordination of Azawad Movements (CMA),armed group,violent political groups,violent groups
GTD,Council for Popular Justice,armed group,violent political groups,violent groups
GTD,Coup Plotters Against the Government,armed group,violent political groups,violent groups
GTD,Cyrenaica Self-Defense Force,armed group,violent political groups,violent groups
GTD,David Yau Yau Militia,armed group,violent political groups,violent groups
GTD,Defenders of the Nation's Sovereignty,armed group,violent political groups,violent groups
GTD,Delta Democratic Militia,armed group,violent political groups,violent groups
GTD,Democratic Front for Renewal (FDR),armed group,violent political groups,violent groups
GTD,Democratic Front for the Liberation of Rwanda (FDLR),armed group,violent political groups,violent groups
GTD,Democratic Front of the Central African People (FDPC),armed group,violent political groups,violent groups
GTD,Democratic Movement for the Liberation of the Eritrean Kunamas (DMLEK),armed group,violent political groups,violent groups
GTD,Derna Mujahideen Shura Council,armed group,violent political groups,violent groups
GTD,Didier Ratsiraka's Militia,armed group,violent political groups,violent groups
GTD,Dioulas tribal group,armed group,violent political groups,violent groups
GTD,Dissident Military Mmbrs of Northern Tribal Group,military,violent political groups,violent groups
GTD,Dissidents linked to Zanga,armed group,violent political groups,violent groups
GTD,Draa El Mizan Seriat,armed group,violent political groups,violent groups
GTD,Eagles of the Palestinian Revolution,armed group,violent political groups,violent groups
GTD,Economic Freedom Fighters,armed group,violent political groups,violent groups
GTD,Ed'daoua Es'salafia Lilqadha,armed group,violent political groups,violent groups
GTD,Effiat ethnic roup or Jbibio Peoples,armed group,violent political groups,violent groups
GTD,Egbema National Front,armed group,violent political groups,violent groups
GTD,Egbesu Youths of the Bayelsa,armed group,violent political groups,violent groups
GTD,Egypt's Revolution,armed group,violent political groups,violent groups
GTD,Egyptian Revolutionary Organization,armed group,violent political groups,violent groups
GTD,Egyptian Tawhid and Jihad,armed group,violent political groups,violent groups
GTD,Egyptians,armed group,violent political groups,violent groups
GTD,El-Feth katibat,armed group,violent political groups,violent groups
GTD,Enyele Militia,armed group,violent political groups,violent groups
GTD,Eritrean Liberation Front,armed group,violent political groups,violent groups
GTD,Eritrean Peoples Liberation Front,armed group,violent political groups,violent groups
GTD,Eritrean Salvation Front (ESF),armed group,violent political groups,violent groups
GTD,Ethiopian Dongiro tribesmen,armed group,violent political groups,violent groups
GTD,Ethiopian People's Revolutionary Party,armed group,violent political groups,violent groups
GTD,Ethiopians,armed group,violent political groups,violent groups
GTD,Extremist Nat'list Group,armed group,violent political groups,violent groups
GTD,Extremists,armed group,violent political groups,violent groups
GTD,FACDM,armed group,violent political groups,violent groups
GTD,Farighan,armed group,violent political groups,violent groups
GTD,February 17 Martyrs Brigade,armed group,violent political groups,violent groups
GTD,Federation of Students and Scholars of Cote d'Ivoire (FESCI),armed group,violent political groups,violent groups
GTD,Fezzan Province of the Islamic State,armed group,violent political groups,violent groups
GTD,Foibe tribe,armed group,violent political groups,violent groups
GTD,Forbid the Evil Group (Muslim Extremists),armed group,violent political groups,violent groups
GTD,Forces for the Defense of Democracy (FDD),armed group,violent political groups,violent groups
GTD,Forces for the Unification of the Central African Republic (FIRCA),armed group,violent political groups,violent groups
GTD,Former members Central Investigation Office,civilians,nonviolent civilian groups,nonviolent groups
GTD,Forum for the Restoration of Democracy-Kenya,armed group,violent political groups,violent groups
GTD,Free Libya Martyrs Brigade,armed group,violent political groups,violent groups
GTD,Freedom Eagles of Africa,armed group,violent political groups,violent groups
GTD,Front for Peace and Reconciliation (FRP),armed group,violent political groups,violent groups
GTD,Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),armed group,violent political groups,violent groups
GTD,Front for the Liberation of the Enclave of Cabinda (FLEC),armed group,violent political groups,violent groups
GTD,Front for the Liberation of the French Somali Coast,armed group,violent political groups,violent groups
GTD,Front for the Restoration of Unity and Democracy,armed group,violent political groups,violent groups
GTD,Fulani extremists,armed group,violent political groups,violent groups
GTD,Fundamentalists,armed group,violent political groups,violent groups
GTD,Gaddafi loyalists,armed group,violent political groups,violent groups
GTD,Ganda Koi,armed group,violent political groups,violent groups
GTD,Gang,armed group,violent political groups,violent groups
GTD,Gbagbo Loyalists,armed group,violent political groups,violent groups
GTD,Ghniwah Militia,armed group,violent political groups,violent groups
GTD,God's Oppressed Army,armed group,violent political groups,violent groups
GTD,Government Supporters,civilians,nonviolent civilian groups,nonviolent groups
GTD,Group of the Fatima Church Attack,armed group,violent political groups,violent groups
GTD,Guerrillas,armed group,violent political groups,violent groups
GTD,Gugama Youth Federation,armed group,violent political groups,violent groups
GTD,Gun runners,armed group,violent political groups,violent groups
GTD,Gunmen,armed group,violent political groups,violent groups
GTD,Gunmen loyal to Mohammad Farah Aideed,armed group,violent political groups,violent groups
GTD,Habi's Er'roub seriat,armed group,violent political groups,violent groups
GTD,Habr Gedir Clan,armed group,violent political groups,violent groups
GTD,Haftar Militia,armed group,violent political groups,violent groups
GTD,Hamas (Islamic Resistance Movement),armed group,violent political groups,violent groups
GTD,Hamza Combat Group against Atheism and Heresy,armed group,violent political groups,violent groups
GTD,Hasam Movement,armed group,violent political groups,violent groups
GTD,Hauso Ethnic Group,armed group,violent political groups,violent groups
GTD,Hezbollah,armed group,violent political groups,violent groups
GTD,Hizbul al Islam (Somalia),armed group,violent political groups,violent groups
GTD,Holy Spirit Movement,armed group,violent political groups,violent groups
GTD,Hutu extremists,armed group,violent political groups,violent groups
GTD,Hutus Former Soldiers,armed group,violent political groups,violent groups
GTD,Idriss Miskine Group,armed group,violent political groups,violent groups
GTD,Igbo tribal group,armed group,violent political groups,violent groups
GTD,Ijaw extremists,armed group,violent political groups,violent groups
GTD,Inkatha Freedom Party (IFP),armed group,violent political groups,violent groups
GTD,Inkotanyi,armed group,violent political groups,violent groups
GTD,Insurgents,armed group,violent political groups,violent groups
GTD,Iraqi extremists,armed group,violent political groups,violent groups
GTD,Islam Liberation Front,armed group,violent political groups,violent groups
GTD,Islamic Arab Front of Azawad (FIAA),armed group,violent political groups,violent groups
GTD,Islamic Courts Union (ICU),armed group,violent political groups,violent groups
GTD,Islamic Legion,armed group,violent political groups,violent groups
GTD,Islamic Movement (Nigeria),armed group,violent political groups,violent groups
GTD,Islamic Movement for the Liberation of Raja,armed group,violent political groups,violent groups
GTD,Islamic Movement of Martyrs,armed group,violent political groups,violent groups
GTD,Islamic Party (Somalia),armed group,violent political groups,violent groups
GTD,Islamic Party of Kenya (IPK),armed group,violent political groups,violent groups
GTD,Islamic Salvation Front (FIS),armed group,violent political groups,violent groups
GTD,Islamic State in the Greater Sahara (ISGS),armed group,violent political groups,violent groups
GTD,Islamic State of Iraq and the Levant (ISIL),armed group,violent political groups,violent groups
GTD,Islamic Tendency,armed group,violent political groups,violent groups
GTD,Islamic Youth Shura Council,armed group,violent political groups,violent groups
GTD,Islamist extremists,armed group,violent political groups,violent groups
GTD,Islamist Sufi Group,armed group,violent political groups,violent groups
GTD,Issa and Gurgura Liberation Front,armed group,violent political groups,violent groups
GTD,Itsekiri,armed group,violent political groups,violent groups
GTD,Ivorian Popular Front,armed group,violent political groups,violent groups
GTD,Jabha East Africa,armed group,violent political groups,violent groups
GTD,Jaish al-Islam (Libya),armed group,violent political groups,violent groups
GTD,Jaish Tahkim al-Din,armed group,violent political groups,violent groups
GTD,Jaljala Army,armed group,violent political groups,violent groups
GTD,Janjaweed,armed group,violent political groups,violent groups
GTD,Japanese Red Army (JRA),armed group,violent political groups,violent groups
GTD,Jihad Islamic League Front,armed group,violent political groups,violent groups
GTD,Jihadi-inspired extremists,armed group,violent political groups,violent groups
GTD,Jordanian National Liberation Movement,armed group,violent political groups,violent groups
GTD,Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations),armed group,violent political groups,violent groups
GTD,Jund al-Islam,armed group,violent political groups,violent groups
GTD,Jund al-Khilafa,armed group,violent political groups,violent groups
GTD,Jund al-Khilafah (Tunisia),armed group,violent political groups,violent groups
GTD,Justice and Equality Movement (JEM),armed group,violent political groups,violent groups
GTD,Kach,armed group,violent political groups,violent groups
GTD,Kamajor Hunters,armed group,violent political groups,violent groups
GTD,Kamal Boulander Group,armed group,violent political groups,violent groups
GTD,Kamwina Nsapu Militia,armed group,violent political groups,violent groups
GTD,Kani Brigade,armed group,violent political groups,violent groups
GTD,Kara clan,armed group,violent political groups,violent groups
GTD,Karamojong Warriors,armed group,violent political groups,violent groups
GTD,Katap Ethic Group,armed group,violent political groups,violent groups
GTD,Katsina Muslim Society,armed group,violent political groups,violent groups
GTD,Kenya African National Union (KANU),armed group,violent political groups,violent groups
GTD,Kenyan rebels from Uganda,armed group,violent political groups,violent groups
GTD,Kisii Activists,armed group,violent political groups,violent groups
GTD,Knights of Janzour,armed group,violent political groups,violent groups
GTD,Kotoko Tribal Group,armed group,violent political groups,violent groups
